ID,Mã Tài Sản (Asset Tag),Mã SpeedMaint,Tên Thiết Bị Y Tế,Model,Số Serial (S/N),Khoa / Phòng Ban,Mã Khoa,Nhóm Chuyên Khoa,Mức Rủi Ro (NĐ98),Hãng Sản Xuất,Xuất Xứ,Năm Sản Xuất,Trạng Thái Vận Hành,Ngày Đưa Vào SD,Ngày Kiểm Định,Hạn Kiểm Định,Số Giấy Chứng Nhận,Số Tem KĐ,Ghi Chú
905,BVQ7-TTB-00905,BM/BVQ7/00905,Máy phá rung tim,N/A,GEN-3812306078588175914,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
906,BVQ7-TTB-00906,BM/BVQ7/00906,Máy thở chuyên dụng,N/A,GEN-4253968454798217804,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Máy thở & Hô hấp,Mức D,,,,IN_SERVICE,,,,,,
907,BVQ7-TTB-00907,BM/BVQ7/00907,ĐAO MỒ ĐIỆN CAO TẦN-A07COAT0477-07-02,Zeus-150,GEN-6849772206761910481,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
908,BVQ7-TTB-00908,BM/BVQ7/00908,ĐAO MỔ ĐIỆN CAO TẦN-A07COAT0484-07-02,Zeus-150,GEN-9152661592803600722,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
909,BVQ7-TTB-00909,BM/BVQ7/00909,ĐAO MỒ ĐIỆN CAO TẦN-1157011-unknown-date,N/A,GEN-9036206980522445300,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
910,BVQ7-TTB-00910,BM/BVQ7/00910,ĐAO MỔ ĐIỆN CAO TẦN-1157011-07-02,N/A,GEN-3255656847079974625,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
911,BVQ7-TTB-00911,BM/BVQ7/00911,ĐAO MỠ ĐIỆN CAO TẦN-11557010-unknown-date,N/A,GEN-828879264201009249,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
912,BVQ7-TTB-00912,BM/BVQ7/00912,ĐAO MỔ ĐIỆN CAO TẦN-11558120-07-02,N/A,GEN-866743787705085008,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
913,BVQ7-TTB-00913,BM/BVQ7/00913,ĐAO MỠ ĐIỆN CAO TẦN-11558120-unknown-date,N/A,GEN-101030349990808215,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
914,BVQ7-TTB-00914,BM/BVQ7/00914,ĐAO MỒ ĐIỆN CAO TẦN-11557008-unknown-date,N/A,GEN-8293481726140140677,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
915,BVQ7-TTB-00915,BM/BVQ7/00915,ĐAO MỠ ĐIỆN CAO TẦN-11557008-unknown-date,N/A,GEN-3634911536434303673,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
916,BVQ7-TTB-00916,BM/BVQ7/00916,Máy thận nhân tạo,N/A,GEN-3225862699400431858,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
917,BVQ7-TTB-00917,BM/BVQ7/00917,Máy thận nhân tạo,4008 S,GEN-3499220868167683250,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
918,BVQ7-TTB-00918,BM/BVQ7/00918,Máy phá rung tim,TEC-5631,GEN-7248844657907298143,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
919,BVQ7-TTB-00919,BM/BVQ7/00919,Máy thận nhân tạo,5008 S,GEN-1994799422074217109,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
929,BVQ7-TTB-00929,BM/BVQ7/00929,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,GEN-546695847520680414,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
933,BVQ7-TTB-00933,BM/BVQ7/00933,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2321899961539732687,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
934,BVQ7-TTB-00934,BM/BVQ7/00934,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2024676901471017355,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
935,BVQ7-TTB-00935,BM/BVQ7/00935,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6962742305936931603,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
936,BVQ7-TTB-00936,BM/BVQ7/00936,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-5944357578982978486,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
937,BVQ7-TTB-00937,BM/BVQ7/00937,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2511274313514436686,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
938,BVQ7-TTB-00938,BM/BVQ7/00938,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7165978031577172823,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
939,BVQ7-TTB-00939,BM/BVQ7/00939,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6771371846720248944,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
940,BVQ7-TTB-00940,BM/BVQ7/00940,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7706379609142404565,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
942,BVQ7-TTB-00942,BM/BVQ7/00942,Cân sức khỏe y tế,N/A,GEN-756913345644598246,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
943,BVQ7-TTB-00943,BM/BVQ7/00943,Cân sức khỏe y tế,N/A,GEN-8098547707500091312,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
944,BVQ7-TTB-00944,BM/BVQ7/00944,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2040751031522744831,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
945,BVQ7-TTB-00945,BM/BVQ7/00945,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-5719373438963939927,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
946,BVQ7-TTB-00946,BM/BVQ7/00946,Cân sức khỏe y tế,N/A,GEN-3865783831179456131,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
947,BVQ7-TTB-00947,BM/BVQ7/00947,Máy ly tâm phòng xét nghiệm,N/A,GEN-2814125981862648805,Khoa Xét Nghiệm Y Học,XN,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
948,BVQ7-TTB-00948,BM/BVQ7/00948,Cân sức khỏe y tế,N/A,GEN-5741700683667509297,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
949,BVQ7-TTB-00949,BM/BVQ7/00949,Nhiệt kế điện tử y tế,N/A,GEN-7271167812255310451,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
950,BVQ7-TTB-00950,BM/BVQ7/00950,Nhiệt kế điện tử y tế,N/A,GEN-3649381023445681232,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
951,BVQ7-TTB-00951,BM/BVQ7/00951,Nhiệt ẩm kế tự ghi,N/A,GEN-3893550219702137812,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
952,BVQ7-TTB-00952,BM/BVQ7/00952,Nhiệt ẩm kế tự ghi,N/A,GEN-2184205524074741228,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
953,BVQ7-TTB-00953,BM/BVQ7/00953,Nhiệt ẩm kế tự ghi,N/A,GEN-747339706276906225,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
954,BVQ7-TTB-00954,BM/BVQ7/00954,Nhiệt ẩm kế tự ghi,N/A,GEN-1214856798545445546,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
955,BVQ7-TTB-00955,BM/BVQ7/00955,Nhiệt ẩm kế tự ghi,N/A,GEN-2727750271602075309,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
956,BVQ7-TTB-00956,BM/BVQ7/00956,Nhiệt ẩm kế tự ghi,N/A,GEN-7306610236869953676,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
957,BVQ7-TTB-00957,BM/BVQ7/00957,Nhiệt ẩm kế tự ghi,N/A,GEN-909841300869644019,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
958,BVQ7-TTB-00958,BM/BVQ7/00958,Nhiệt ẩm kế tự ghi,N/A,GEN-176044318354411521,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
959,BVQ7-TTB-00959,BM/BVQ7/00959,Nhiệt ẩm kế tự ghi,N/A,GEN-8510746464387715647,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
960,BVQ7-TTB-00960,BM/BVQ7/00960,Nhiệt ẩm kế tự ghi,N/A,GEN-7391717222525966468,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
961,BVQ7-TTB-00961,BM/BVQ7/00961,Nhiệt ẩm kế tự ghi,N/A,GEN-4461401568704339301,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
962,BVQ7-TTB-00962,BM/BVQ7/00962,Nhiệt ẩm kế tự ghi,N/A,GEN-3738745756454222874,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
963,BVQ7-TTB-00963,BM/BVQ7/00963,Nhiệt ẩm kế tự ghi,N/A,GEN-8576507120065687931,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
964,BVQ7-TTB-00964,BM/BVQ7/00964,Nhiệt ẩm kế tự ghi,N/A,GEN-2219137666169992410,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
965,BVQ7-TTB-00965,BM/BVQ7/00965,Nhiệt ẩm kế tự ghi,N/A,GEN-7571762514268380136,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
966,BVQ7-TTB-00966,BM/BVQ7/00966,Nhiệt ẩm kế tự ghi,N/A,GEN-7414524911859096453,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
967,BVQ7-TTB-00967,BM/BVQ7/00967,Nhiệt ẩm kế tự ghi,N/A,GEN-2112887699874446460,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
968,BVQ7-TTB-00968,BM/BVQ7/00968,Nhiệt ẩm kế tự ghi,N/A,GEN-6679151834927114855,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
969,BVQ7-TTB-00969,BM/BVQ7/00969,Nhiệt ẩm kế tự ghi,N/A,GEN-4596789798575281530,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
970,BVQ7-TTB-00970,BM/BVQ7/00970,Nhiệt ẩm kế tự ghi,N/A,GEN-6725691327332708822,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
972,BVQ7-TTB-00972,BM/BVQ7/00972,Nhiệt ẩm kế tự ghi,N/A,GEN-1611708420408714392,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
973,BVQ7-TTB-00973,BM/BVQ7/00973,Nhiệt kế y tế,N/A,GEN-3851047296429866761,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
974,BVQ7-TTB-00974,BM/BVQ7/00974,Nhiệt ẩm kế tự ghi,N/A,GEN-9035354977494056883,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
975,BVQ7-TTB-00975,BM/BVQ7/00975,Nhiệt ẩm kế tự ghi,N/A,GEN-8325865915258048904,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
976,BVQ7-TTB-00976,BM/BVQ7/00976,Nhiệt ẩm kế tự ghi,N/A,GEN-7509362739457783790,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
977,BVQ7-TTB-00977,BM/BVQ7/00977,Nhiệt ẩm kế tự ghi,N/A,GEN-3009208480248356196,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
978,BVQ7-TTB-00978,BM/BVQ7/00978,Nhiệt ẩm kế tự ghi,N/A,GEN-8670325341450958305,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
979,BVQ7-TTB-00979,BM/BVQ7/00979,Nhiệt ẩm kế tự ghi,N/A,GEN-8672235033775053410,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
980,BVQ7-TTB-00980,BM/BVQ7/00980,Nhiệt ẩm kế tự ghi,N/A,GEN-9094789391049554471,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
981,BVQ7-TTB-00981,BM/BVQ7/00981,Nhiệt ẩm kế tự ghi,N/A,GEN-5511938591431933113,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
982,BVQ7-TTB-00982,BM/BVQ7/00982,Nhiệt kế điện tử y tế,N/A,GEN-395130099418529857,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
983,BVQ7-TTB-00983,BM/BVQ7/00983,Nhiệt ẩm kế tự ghi,N/A,GEN-637975049550618353,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
984,BVQ7-TTB-00984,BM/BVQ7/00984,Nhiệt kế điện tử y tế,N/A,GEN-5114812977797987839,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
985,BVQ7-TTB-00985,BM/BVQ7/00985,Nhiệt kế điện tử y tế,N/A,GEN-5385939409697171202,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
986,BVQ7-TTB-00986,BM/BVQ7/00986,Nhiệt kế điện tử y tế,N/A,GEN-3483142237325947808,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
988,BVQ7-TTB-00988,BM/BVQ7/00988,Cân sức khỏe y tế,N/A,GEN-5396142048815900780,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
990,BVQ7-TTB-00990,BM/BVQ7/00990,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2004648204092235104,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
992,BVQ7-TTB-00992,BM/BVQ7/00992,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8855413461503114426,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
993,BVQ7-TTB-00993,BM/BVQ7/00993,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7577600235842546021,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
994,BVQ7-TTB-00994,BM/BVQ7/00994,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7840090997393446540,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
996,BVQ7-TTB-00996,BM/BVQ7/00996,Máy thở chuyên dụng,N/A,GEN-2487163540388644453,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Máy thở & Hô hấp,Mức D,,,,IN_SERVICE,,,,,,
997,BVQ7-TTB-00997,BM/BVQ7/00997,Máy thận nhân tạo,5008S,GEN-5624063006450041218,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
998,BVQ7-TTB-00998,BM/BVQ7/00998,Máy phá rung tim,TEC-5621,GEN-3388446138625815885,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
999,BVQ7-TTB-00999,BM/BVQ7/00999,Máy thận nhân tạo,N/A,GEN-7651329187407360472,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
1000,BVQ7-TTB-01000,BM/BVQ7/01000,Máy phá rung tim,N/A,GEN-8958116983930093425,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
1001,BVQ7-TTB-01001,BM/BVQ7/01001,Máy thở chuyên dụng,N/A,GEN-4251905691454981224,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Máy thở & Hô hấp,Mức D,,,,IN_SERVICE,,,,,,
1002,BVQ7-TTB-01002,BM/BVQ7/01002,ĐAO MỔ ĐIỆN CAO TẦN-A07COAT0484-07-02,Zeus-150,GEN-5260306357780809763,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1003,BVQ7-TTB-01003,BM/BVQ7/01003,ĐAO MỒ ĐIỆN CAO TẦN-1157011-unknown-date,N/A,GEN-2580572013566509943,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1004,BVQ7-TTB-01004,BM/BVQ7/01004,ĐAO MỔ ĐIỆN CAO TẦN-1157011-07-02,N/A,GEN-1299317825996167408,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1005,BVQ7-TTB-01005,BM/BVQ7/01005,ĐAO MỠ ĐIỆN CAO TẦN-11557010-unknown-date,N/A,GEN-1348025811083202591,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1006,BVQ7-TTB-01006,BM/BVQ7/01006,ĐAO MỔ ĐIỆN CAO TẦN-11558120-07-02,N/A,GEN-5019773751775994660,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1007,BVQ7-TTB-01007,BM/BVQ7/01007,ĐAO MỠ ĐIỆN CAO TẦN-11558120-unknown-date,N/A,GEN-4464317660150627369,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1008,BVQ7-TTB-01008,BM/BVQ7/01008,ĐAO MỒ ĐIỆN CAO TẦN-11557008-unknown-date,N/A,GEN-138810885749180705,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1009,BVQ7-TTB-01009,BM/BVQ7/01009,ĐAO MỠ ĐIỆN CAO TẦN-11557008-unknown-date,N/A,GEN-7162859341738950826,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1010,BVQ7-TTB-01010,BM/BVQ7/01010,Máy thận nhân tạo,N/A,GEN-3769050065865196115,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
1011,BVQ7-TTB-01011,BM/BVQ7/01011,Máy thận nhân tạo,4008 S,GEN-5606586995980920689,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
1012,BVQ7-TTB-01012,BM/BVQ7/01012,Máy phá rung tim,TEC-5631,GEN-6050823057936925888,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
1013,BVQ7-TTB-01013,BM/BVQ7/01013,Máy thận nhân tạo,5008 S,GEN-4888396038384315129,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
1022,BVQ7-TTB-01022,BM/BVQ7/01022,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,GEN-7580728593986386867,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1026,BVQ7-TTB-01026,BM/BVQ7/01026,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-5960965913198984982,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1027,BVQ7-TTB-01027,BM/BVQ7/01027,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3671931592788206902,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1028,BVQ7-TTB-01028,BM/BVQ7/01028,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7572324218589290915,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1029,BVQ7-TTB-01029,BM/BVQ7/01029,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6006215443179781768,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1030,BVQ7-TTB-01030,BM/BVQ7/01030,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7404143775336578404,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1031,BVQ7-TTB-01031,BM/BVQ7/01031,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7930783387905938898,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1032,BVQ7-TTB-01032,BM/BVQ7/01032,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7494177785514449351,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1033,BVQ7-TTB-01033,BM/BVQ7/01033,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4125724069454327530,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1035,BVQ7-TTB-01035,BM/BVQ7/01035,Cân sức khỏe y tế,N/A,GEN-7032417857524255517,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1036,BVQ7-TTB-01036,BM/BVQ7/01036,Cân sức khỏe y tế,N/A,GEN-570681042409537824,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1037,BVQ7-TTB-01037,BM/BVQ7/01037,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3313222069725402919,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1038,BVQ7-TTB-01038,BM/BVQ7/01038,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4741005132373530685,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1039,BVQ7-TTB-01039,BM/BVQ7/01039,Cân sức khỏe y tế,N/A,GEN-1551521466931513550,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1040,BVQ7-TTB-01040,BM/BVQ7/01040,Máy ly tâm phòng xét nghiệm,N/A,GEN-2009130748028499824,Khoa Xét Nghiệm Y Học,XN,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
1041,BVQ7-TTB-01041,BM/BVQ7/01041,Cân sức khỏe y tế,N/A,GEN-8996484737419479723,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1042,BVQ7-TTB-01042,BM/BVQ7/01042,Nhiệt kế điện tử y tế,N/A,GEN-1339453246199108663,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
1043,BVQ7-TTB-01043,BM/BVQ7/01043,Nhiệt kế điện tử y tế,N/A,GEN-4933638544018386957,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
